url,title,content,score,raw_content
https://pmc.ncbi.nlm.nih.gov/articles/PMC8143310/,A Novel Deep Learning Method for Recognition and Classification of ...,"precise localization and segmentation, and it is well suited for the segmentation of medical imaging . Don et al.  adopted a U-net CNN architecture for the segmentation of a tumor with some minor modifications. They used the technique of data augmentation with dice-based loss function to improve segmentation accuracy. [...] In this paper, we proposed an automated approach for brain tumor detection and segmentation using MRI images. The proposed technique adopts a DL model using a fully convolution neural network, Mask-RCNN  with DenseNet-41 backbone, and utilizes a multitask loss function to achieve an end-to-end training of deep CNN, increasing the detection accuracy. The motivation behind using a custom Mask-RCNN was to achieve a similar level of accuracy with a comparatively simple model, fewer kernels, and two convolutional layers. To show the efficiency of the proposed approach, we evaluated our model on free and online available brain tumor datasets [38,39] using various quantitative measures. The results of brain tumor MRI segmentation are validated through ground truth analysis. The recent works have [...] The brain tumor detection approaches can be divided into two types, named machine learning (ML)-based  and deep learning (DL)-based  methods. ML-based techniques mainly include support vector machine , conditional random forest , decision tree , principal component analysis , and fuzzy c-means . These techniques require hand-crafted features. The hand-crafted features, here, mean that the features are required to be extracted from training images to start the learning process and perhaps require an expert with extensive knowledge to identify the most important features. Hence, the detection accuracy of the ML-based techniques is dependent on the quality and representation of the extracted features, thus is limited and prone to errors in dealing with large datasets . Meanwhile, DL-based",0.9992848,
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0334430,Advanced deep learning-based brain tumor classification using a ...,"The left plot in Fig 10 represents the training and validation loss over 35 epochs. Initially, both training and validation losses were high during the early epochs. As the training progress was increased, the model learned effectively without overfitting. Furthermore, the right plot in Fig 10 presents the training and validation accuracy. The training accuracy improved and reached 99.05%, while the validation accuracy reached 96.33%. This demonstrates that the model performed well on unseen data. Further, the left plot in Fig 11 represents the training and validation loss of the optimized ResNet101. Initially, both losses were extremely high during the early epochs, but they rapidly declined and stabilized at near-zero values. This significant drop indicates that the model learned [...] labels into a binary matrix format, this transformation is crucial for the multi-class classification’s categorical cross-entropy loss function. [...] The parameters chosen for training the modified CNN model are presented in Table 2. There are various optimizers used to train deep learning models; among them, the Adam optimizer was used with the default learning rate. To dynamically adjust the learning rate during training, the ReduceLROnPlateau callback was employed. This callback monitors validation accuracy and, after a predetermined number of epochs, decreases the learning rate by a factor of 0.1 if no improvement is seen. The model was trained for 35 epochs, as illustrated in Fig 2. To further evaluate the generalization performance of the novel customized CNN, a 5-fold cross-validation was employed to the 88% of the dataset allocated for training and validation. Table 3 presents the fold-wise training and validation accuracies.",0.99818975,
https://www.mdpi.com/2673-4591/82/1/101,A Novel Deep Learning Technique for Brain Tumor Detection ... - MDPI,"To solve the issue, this study suggests using a lightweight deep parallel convolutional neural network (PCNN) with a two-pathway CNN to extract known micro and",0.99608517,
https://arxiv.org/html/2512.06531v1,Novel Deep Learning Architectures for Classification and ... - arXiv,"accuracy. Bouhafra and El Bahi reviewed deep learning approaches for brain tumor detection and classification, emphasizing the role of transfer learning, autoencoders, and attention mechanisms. Their analysis provides valuable insights into the advancements and limitations of current methodologies. Rao and Karunakara presented a comprehensive review on MRI-based brain tumor segmentation, discussing semi-automatic techniques and the latest trends in deep learning methods. Their work highlights the ongoing evolution of segmentation techniques and the need for continuous improvement. Verma et al. conducted a comparative study of brain tumor segmentation methods, categorizing them into conventional, machine learning-based, and deep learning-based approaches. Their findings indicate that deep [...] Although the accuracy of our proposed model is quite high still there is a lot of future scope for this study, they include making the model more generalized for working more accurately in real-time classification. This can be achieved by training the network in Big data with a machine with high computational resources to train it effectively. Also, in the future, we have planned to integrate this model in a Mobile application, where doctors and patients can be the users and detect the brain tumor and classify it with their proper location thus helping in the treatment. If they want they can also use their own data to train the model and fine-tune it based on their specific MRI machine to get better results of classification.

## 7 Data Availablity [...] tumor boundaries within the brain. SAS-Net employs similar self-attentive techniques to SAETCN, ensuring a consistent and high-quality extraction of spatial features necessary for accurate tumor segmentation. Together, these models form a unified framework that not only enhances the classification and segmentation tasks individually but also paves the way for integrated approaches that can significantly improve the overall accuracy and reliability of brain tumor diagnosis.",0.9951703,
https://arxiv.org/abs/2510.08617,Reproducible Evaluation of Data Augmentation and Loss Functions ...,"baseline to guide future research on augmentation strategies and loss function design in brain tumor segmentation. [...] > Abstract:Brain tumor segmentation is crucial for diagnosis and treatment planning, yet challenges such as class imbalance and limited model generalization continue to hinder progress. This work presents a reproducible evaluation of U-Net segmentation performance on brain tumor MRI using focal loss and basic data augmentation strategies. Experiments were conducted on a publicly available MRI dataset, focusing on focal loss parameter tuning and assessing the impact of three data augmentation techniques: horizontal flip, rotation, and scaling. The U-Net with focal loss achieved a precision of 90%, comparable to state-of-the-art results. By making all code and results publicly available, this study establishes a transparent, reproducible baseline to guide future research on augmentation [...] |  |  |
 --- |
| Comments: | Code and results available at this https URL |
| Subjects: | Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG) |
| Cite as: | arXiv:2510.08617 [cs.CV] |
|  | (or  arXiv:2510.08617v1 [cs.CV] for this version) |
|  |  arXiv-issued DOI via DataCite |

## Submission history

From: Saumya B [view email]   
 [v1] Wed, 8 Oct 2025 06:15:28 UTC (486 KB)

Full-text links:

## Access Paper:

View a PDF of the paper titled Reproducible Evaluation of Data Augmentation and Loss Functions for Brain Tumor Segmentation, by Saumya B

 View PDF
 HTML (experimental)
 TeX Source

view license

Current browse context:

cs.CV

< prev"")    |    next >"")

new  |  recent  | 2025-10

Change to browse by:

cs  
 cs.LG

### References & Citations",0.9999286,
https://www.sciencedirect.com/science/article/abs/pii/S0010482525005931,Real-time brain tumour diagnoses using a novel lightweight deep ...,"The rest of the study is systematized as follows: A comprehensive overview of the literature, the coverage of this study, and the study needs are presented in Section 2. The deep learning research approach based on brain tumour detection and classification is presented in Section 3. Data collection, pre-processing, machine-learning methodologies, and performance analysis techniques are covered in this part. Section 4 gives the numerical findings and examines the performance of the studied machine-learning algorithms. Section 5 highlights future work and compares the performance of the suggested machine-learning structure with state-of-the-art impacts from the publications. As the last section, Section 6 summarizes the main conclusions and takeaways.

## Access through your organization [...] 2025, 3rd IEEE International Conference on Networks Multimedia and Information Technology Nmitcon 2025

View full text

© 2025 Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies. [...] ## Access through your organization

Check access to the full text by signing in through your organization.

Access through your organization

## Section snippets

## Literature review

Though early brain tumour identification is complex, deep learning algorithms have advanced to the point where they can now reliably identify brain cancers from digital pictures. Standard techniques for identifying brain tumours include MRIs, CT scans, and EEGs. Brain tumour detection accuracy has increased when deep learning models are used with MRI and CT images. Researchers have been thoroughly investigating machine-learning algorithms built on Recurrent Neural Networks (RNNs) , CNNs 

## The proposed method",0.98951083,
https://www.sciencedirect.com/science/article/pii/S277244252400042X,A systematic review of deep learning data augmentation in medical ...,"in deep learning-based data augmentation. This study explores the diverse applications of data augmentation in medical imaging and analyzes recent research in these areas to address this gap. The study also explores popular datasets and evaluation metrics to improve understanding. Subsequently, the study provides a short discussion of conventional data augmentation techniques along with a detailed discussion on applying deep learning algorithms in data augmentation. The study further analyzes the results and experimental details from recent state-of-the-art research to understand the advancements and progress of deep learning-based data augmentation in medical imaging. Finally, the study discusses various challenges and proposes future research directions to address these concerns. This [...] Explore deep learning-based data augmentation challenges in medical imaging and future research directions.
 •

  Discuss integrating multimodal data to improve the comprehensiveness of medical imaging analysis.

## Abstract [...] ## Keywords

Deep learning

Data augmentation

Image transformation

Medical imaging augmentation

Data synthesis

Systematic review

## Data availability

No data was used for the research described in the article.

## Cited by (0)

© 2024 The Author(s). Published by Elsevier Inc.",0.97134733,
https://www.worldscientific.com/doi/full/10.1142/S0219519423400882?srsltid=AfmBOop3adAqycdv6M66mocdIijaMsnmp-_ZXL96_zfrkGltI4yyFNNL,A NOVEL DEEP LEARNING METHOD FOR BRAIN TUMOR ...,"Skip main navigation

#### Cookies Notification

We use cookies on this site to enhance your user experience. By continuing to browse the site, you consent to the use of our cookies. Learn More

×

System Maintenance – October 10, 2025, 1 PM (PST)  
  
During this time, you may experience a brief 10-minute downtime of our website and related services. For any enquiries, contact us at (/cdn-cgi/l/email-protection#eb889e989f84868e99888a998eab9c989b88c5888486) for any enquiries. [...] ## Login to your account

New User Institutional Login

## Change Password

## Password Changed Successfully

Your password has been changed

## Create a new account

Returning user

Can't sign in? Forgot your password?

Enter your email address below and we will send you the reset instructions

Cancel

If the address matches an existing account you will receive an email with instructions to reset your password

Close

## Request Username

Can't sign in? Forgot your username?

Enter your email address below and we will send you your username

If the address matches an existing account you will receive an email with instructions to retrieve your username

 Search

  + Anywhere

  Advanced Search
 0 My Cart
 Sign in
 Institutional Access

Skip main navigation

#### Cookies Notification",0.49804688,
https://www.sciencedirect.com/science/article/abs/pii/S1746809422010035,A novel approach for brain tumour detection using deep learning ...,"Deep Medic, a three-dimensional network that collects mid- and low-feature maps and combines those maps regionally and globally through a two-way design. On the other hand, training data for 2D segmentation is 155 times more abundant (every three-dimensional MRI dataset comprises 155 two-dimensional layered information), hence two-dimensional segmentation has subsequently attracted interest . In his paper  proposed a segmentation methodology in which a cascaded combination of CNN and FCN is used for brain tumour detection. A combination of Recurrent Neural Networks (RNNs) and long–short term memory (LSTM) are also used for image segmentation and were proposed by Järemo in 2021 . [...] segment brain tumour sub-regions. In order to improve the field of brain tumour segmentation, Rehman et al.  proposed a 2D image segmentation approach called BU-Net. In addition to the customized loss function, the baseline U-Net design makes use of residual extended skip (RES) and wide context (WC). For this study, researchers used the dice score to quantitatively compare the performance of the proposed BU-Net on the high-grade glioma (HGG) datasets from the BraTS (2017/2018) Challenge datasets. The authors suggested a modified U-Net method to detect brain tumours in this study. Our tests show that U-Net enhances system performance. Overall, our contributions are as follows: [...] ## Experimental results

The model is implemented in Matlab 2021(a) with Cuda available service, and the version of cude is 5.0. Stochastic gradient descent with the Adam optimizer (learning rate = 1e-4) was used to minimize the loss function (cross-entropy). On an NVIDIA GTX Titan X GPU with CUDNN v5.0, each training takes about 6 h. The proposed U-Net architecture also enables networks to be trained on GPUs with as little as 3 GB of RAM. Even though the sizes of the volumes in the digested databases prevent dense

## Discussion",0.9991441,
https://esmed.org/deep-learning-for-mri-brain-tumor-classification/,Deep Learning for MRI Brain Tumor Classification,"### 4.5 Image Augmentation

To address dataset imbalance and improve model robustness, extensive data augmentation was performed. Each MRI image underwent random transformations such as horizontal and vertical flips, rotations (±15°), zoom adjustments, and brightness shifts. These augmentations artificially expanded the dataset size, introduced geometric variability, and simulated different patient head orientations commonly encountered in clinical practice.

Data Augmentation Results. Examples of augmented MRI brain tumor images.

### 4.6 Noise Reduction and Shuffling [...] Systematic reviews emphasize semi-supervised and self-adapting frameworks. Umarani et al. 2024 and Hassan et al. 2025 reviewed state-of-the-art segmentation techniques, highlighting improvements in CNN architectures, loss functions, and multi-modal fusion. Jin et al. 2025 focused on semi-supervised strategies to leverage partially labeled datasets. Ghadimi et al. 2025 examined ensemble and attention-based networks for glioma segmentation, while Bouhafra and El Bahi 2025 integrated detection and classification for multi-class tumor categorization. Havaei et al. 2017 provided foundational DL approaches, Bhandari et al. 2020 highlighted CNN implementation challenges, and Litjens et al. 2017 positioned brain tumor segmentation within the broader AI in medical imaging context. [...] The accuracy and loss trajectories of both models demonstrate distinct learning behaviors. The ResNet18 achieved a peak testing accuracy of 99.69%, with a corresponding smooth and consistent loss decline, indicating strong generalization and effective parameter optimization. Conversely, the CNN model attained a final testing accuracy of 96.87%, accompanied by a slightly fluctuating loss curve suggesting slower feature learning and moderate overfitting tendencies in deeper layers.

Training and validation performance curves for CNN and ResNet18 models",0.9976949,
